Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
SE	Sea Limited ADR	Public Utilities	Oil & Gas Production	0	-1.75	4.33	182012900	1.76	0	6.81	0
SEAS	Seaworld Entertainment Inc Co			0	-2.15	0	86075950	0	-0.44	0.77	4.25
SEE	Sealed Air Corp	Consumer Durables	Containers/Packaging	23.05	1.93	1.43	190134500	0.64	2.46	1.24	25.04
SEM	Select Medical Holdings Corp	Health Care	Hospital/Nursing Management	30.82	0.63	0	133162000	0	1.46	0.6	3.02
SEMG	Semgroup Corp	Energy	Oilfield Services/Equipment	254.95	0.1	6.99	78834950	1.8	0.14	1.19	1.19
SEND	Sendgrid Inc			0	0	0	0	0	0	0	0
SEP	Spectra Energy Partners LP	Public Utilities	Natural Gas Distribution	15	2.83	6.93	310336700	2.85	1.67	4.76	1.09
SERV	Servicemaster Global Holdings I			27.55	1.64	0	133436600	0	2.8	2.12	8.12
SF	Stifel Financial Corp	Finance	Investment Bankers/Brokers/Service	26.84	1.94	0.77	68282370	0.4	1.26	1.31	1.31
SF-A	Stifel Financial Corp			0	0	0	0	0	0	0	0
SFB	Stifel Financial Corporation 5.20% Senior Notes			0	2.24	0	8000000	0	0	0	0
SFE	Safeguard Scientifics	Finance	Finance/Investors Services	0	-4.87	0	20412810	0	0	0	2.4
SFL	Ship Finance International	Transportation	Marine Transportation	12.26	1.21	9.56	93602700	1.4	-1.57	3.61	1.26
SFS	Smart			50.83	0.12	0	74019670	0	2.36	0.1	0.83
SFUN	Soufun Holdings	Technology	EDP Services	0	-0.07	0	434090900	0	0.41	2.96	3.28
SGF	Singapore Fund	Finance	Closed-End Fund - Foreign	0	0.04	0	0	0	0	0	0
SGU	Star Gas Partners LP	Consumer Services	Other Specialty Stores	24.68	0.44	4.09	55887260	0.44	0	0.45	1.79
SGY	Stone Energy Corp	Energy	Oil & Gas Production	0	-45	0	19998950	0	4.9	1.49	1.88
SGZA	Selective Insurance Group Inc			8.87	2.87	0	58523170	0	0	0.63	0.9
SHAK	Shake Shack Inc			62.82	0.57	0	25980870	0	3.02	2.95	5.5
SHG	Shinhan Financial Group Co Ltd	Finance	Major Banks	7.72	5.91	0	474260700	0	0	2.72	0.78
SHI	Sinopec Shangai Petrochemical Company Ltd	Basic Industries	Major Chemicals	7.96	7.7	6.04	107993500	3.63	0	0.5	1.72
SHLX	Shell Midstream Partners LP			20.93	1.23	4.9	177450600	1.27	1.46	16.24	0
SHO	Sunstone Hotel Investors	Consumer Services	Hotels/Resorts	21.34	0.77	1.23	225531900	0.2	1.19	3.08	1.5
SHO-E	Sunstone Hotel Investors Inc			0	0	0	0	0	0	0	0
SHO-F	Sunstone Hotel Investors Inc			0	0	0	0	0	0	0	0
SHOP	Shopify Inc			0	-0.51	0	98536410	0	-121.06	20.16	10.49
SHW	Sherwin-Williams Company	Consumer Services	RETAIL: Building Materials	32.75	12.13	0.86	92828910	3.4	1.68	2.93	15.39
SID	Companhia Siderurgica Nacional	Capital Goods	Steel/Iron Ore	8.81	0.31	0	1355311000	0	-2	0.75	1.52
SIG	Signet Jewelers Ltd	Consumer Services	Consumer Specialties	10.05	6.64	1.88	60515280	1.24	1.34	0.61	1.82
SITE	Siteone Landscape Supply			59.26	1.07	0	39741360	0	3.23	1.43	13.36
SIX	Six Flags Entertainment Corp	Consumer Services	Services-Misc. Amusement & Recreation	58.29	1.08	4.18	85618620	2.56	3.88	4.06	0
SJI	South Jersey Industries	Public Utilities	Oil/Gas Transmission	31.54	1.08	3.27	79481900	1.09	4.71	2.17	2.07
SJM	J.M. Smucker Company	Consumer Non-Durables	Packaged Foods	21.78	4.76	3	113586000	3.12	1.84	1.61	1.71
SJR	Shaw Communications Inc	Consumer Services	Television Services	25.6	0.86	4.2	493430000	0.93	3.01	2.45	2.32
SJT	San Juan Basin Royalty Trust	Energy	Oil & Gas Production	13.7	0.55	10.5	46607380	0.81	0	12.78	49.55
SJW	SJW Corp	Public Utilities	Water Supply	23.72	2.67	1.37	20533880	0.87	1.79	3.5	2.91
SKM	Sk Telecom Corp	Public Utilities	Telecommunications Equipment	9.19	2.79	3.82	635973500	0.98	102.5	1.08	1.12
SKT	Tanger Factory Outlet Centers	Consumer Services	Real Estate Investment Trusts	15.31	1.51	5.68	94969650	1.37	4.68	4.65	3.65
SKX	Skechers U.S.A.	Consumer Non-Durables	Shoe Manufacturing	22.84	1.44	0	158469900	0	1.47	1.36	2.87
SLB	Schlumberger N.V.	Energy	Oilfield Services/Equipment	500.39	0.13	3.23	1384579000	2	0.96	3.08	2.22
SLCA	U.S. Silica Holdings Inc			164.97	0.17	0.87	81053000	0.25	0.21	2.68	1.76
SLD	Sutherland Asset Management Corp MD			8.82	1.8	9.37	31996210	1.48	0.82	4.06	0.95
SLDA	Sutherland Asset Management Corporation 7.00% Co			0	0	0	4000000	0	0	0	0
SLF	Sun Life Financial Inc	Finance	Life Insurance	11.38	3.46	3.56	613780800	1.4	2.79	1.16	1.42
SLG	SL Green Realty Corp	Consumer Services	Real Estate Investment Trusts	98.12	0.97	3.23	98983980	3.1	-38.46	6.19	1.4
SLG-I	SL Green Realty Corp			0	0	0	0	0	0	0	0
SLTB	Scorpio Bulkers Inc 7.50% Seni			0	-1.07	0	2600000	0	0	1.18	3.8
SM	Sm Energy Company	Energy	Oil & Gas Production	0	-2.93	0.56	111516400	0.1	-0.57	1.6	0.8
SMFG	Sumitomo Mitsui Financial Group Inc	Finance	Commercial Banks	8.87	0.92	3.32	7050430000	0.27	0	2	0.62
SMG	Scotts Miracle-Gro Company	Basic Industries	Agricultural Chemicals	26.65	3.71	2.13	58412630	2.12	2.42	1.98	7.98
SMHI	Seacor Marine Holdings Inc			0	-7.41	0	17670980	0	0	1.38	0.48
SMI	Semiconductor Manufacturing International	Technology	Semiconductors	20.62	0.34	0	1099857000	0	-6.14	2.38	1.34
SMLP	Summit Midstream Partners LP			85.17	0.24	11.65	73134330	2.3	19.36	3.14	1.35
SMM	Salient Midstream & MLP Fund			0	0	0	0	0	0	0	0
SMP	Standard Motor Products	Energy	Industrial Machinery/Components	16.9	2.68	1.72	22712240	0.76	2.2	0.89	2.13
SN	Sanchez Energy Corp			0	-0.06	0	76643570	0	-0.04	0.52	0
SNA	Snap-On Inc	Capital Goods	Industrial Machinery/Components	16.4	9.66	1.78	57557590	2.84	1.06	2.4	3.22
SNAP	Snap Inc			0	-3.06	0	1196891000	0	-0.32	27.55	4.8
SNDR	Schneider National Inc			1.73	15.47	0.73	176667900	0.2	2.58	1.14	3.03
SNE	Sony Corp	Consumer Non-Durables	Consumer Electronics/Appliances	39.7	0.95	0.47	1263019000	0.18	0.23	0.66	2
SNN	Smith & Nephew Snats	Health Care	Industrial Specialties	19.34	1.96	1.62	437862000	0.62	0	3.57	3.97
SNP	China Petroleum & Chemical Corp	Energy	Integrated oil Companies	10.57	6.9	5.49	1210663000	3.98	0	0.26	0.8
SNR	New Senior Investment Group Inc			0	-0.36	11.66	82147530	1.04	0	1.55	1.36
SNV	Synovus Financial Corp	Finance	Major Banks	19.09	2.47	1.27	119567500	0.6	2.27	4.43	1.96
SNV-C	Synovus Financial Corp Fixed-			0	0	0	0	0	0	0	0
SNX	Synnex Corp	Technology	EDP Services	18.19	7.37	0.9	39973150	1.2	1.07	0.34	2.38
SNY	Sanofi-Aventis S.A.	Consumer Durables	Major Pharmaceuticals	11.04	4.31	3.45	2511466000	1.64	1.86	2.74	1.72
SO	Southern Company	Public Utilities	Electric Utilities: Central	85.67	0.61	4.46	999424100	2.32	6.73	2.3	2.23
SOGO	Sogou Inc			0	0	0	0	0	0	0	0
SOI	Solaris Oilfield Infrastructure Inc Class A			53.58	0.29	0	10904080	0	0.68	4.48	2.5
SOJA	The Southern Co. Series			44.19	0.61	0	999627800	0	0	1.19	1.15
SOJB	Southern Co			0	0	0	32000000	0	0	0	0
SOJC	Southern Company Series 2017B 5.25% Junior Subor			0	0	0	0	0	0	0	0
SOL	Renesola Ltd	Technology	Semiconductors	0	-5	0	20051550	0	-0.07	0.08	4.12
SON	Sonoco Products Company	Consumer Durables	Containers/Packaging	19.73	2.63	2.99	99480460	1.56	3.73	1.09	3.13
SOR	Source Capital	Finance	Closed-End Fund - Equity	0	3.22	3.64	0	1.4	0	0	0
SOV-C	Sovereign Banc Dep S			0	0	0	0	0	0	0	0
SPA	Sparton Corp	Technology	Electrical Products	179	0.13	0	9834121	0	0	0.58	2.79
SPB	Spectrum Brands Holdings	Energy	Industrial Machinery/Components	22.15	4.88	1.55	58056760	1.68	2.1	1.28	3.5
SPE	Special Opportunities Fund Inc			0	1.228	0	0	0	0	0	0
SPE-B	Special Opportunities 3.5% Conv. Pfd. Series B			0	0	0	0	0	0	0	0
SPG	Simon Property Group	Consumer Services	Real Estate Investment Trusts	27.92	5.61	4.4	310864300	7.2	2.65	9.27	13.82
SPG-J	Simon Prop Grp Pfd J			0	0	0	0	0	0	0	0
SPGI	S&P Global Inc			18.89	8.58	0.99	257030100	1.64	1.91	7.31	41.61
SPH	Suburban Propane Partners LP	Consumer Services	Other Specialty Stores	57.21	0.46	13.51	61155150	3.55	0	1.39	2.49
SPL-A	Steel Partners Holdings LP 6.0% Series A			0	0	0	0	0	0	0	0
SPLP	Steel Partners Hldgs			193.88	0.1	0	26015790	0	0	0.38	0.84
SPN	Superior Energy Services	Energy	Oilfield Services/Equipment	0	-3.19	0	153196600	0	0.12	0.78	1.04
SPR	Spirit Aerosystems Holdings	Capital Goods	Military/Government/Technical	28.77	2.79	0.49	118307700	0.4	1.3	1.39	5.21
SPXC	SPX Corp			0	-1.81	0	42595670	0	1.09	0.89	6.08
SPXX	Nuveen Equity Premium and Growth Fund			0	1.24	0	0	0	0	0	0
SQ	Square			0	-0.22	0	383806800	0	7.11	6.87	18.55
SQM	Sociedad Quimica Y Minera S.A.	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	46.06	1.3	1.3	263149100	0.77	1.15	7.6	7.23
SQNS	Sequans Communications S A	Technology	Semiconductors	0	-0.31	0	79763820	0	-19.37	2.8	10.4
SR	Spire Inc	Consumer Services	Office Equipment/Supplies/Services	22.78	3.46	2.69	48319590	2.1	4.72	2.14	1.86
SRC	Spirit Realty Capital Inc			62.05	0.13	9.05	457875500	0.72	1.01	5.47	1.09
SRC-A	Spirit Realty Capital Inc Pfd Ser A			0	0	0	0	0	0	0	0
SRE	Sempra Energy	Public Utilities	Natural Gas Distribution	17.1	6.76	2.86	251037700	3.29	2.24	2.63	2.17
SRE-A	Sempra Energy Pfd Conv Ser A			0	0	0	0	0	0	0	0
SRF	The Cushing Royalty & Income Fund			0	0	0	0	0	0	0	0
SRG	Seritage Growth Properties Cla			0	-2.37	2.37	33878230	1	0	5.77	1.75
SRG-A	Seritage Growth Properties 7.00% Cum Red Pfd Ser			0	0	0	0	0	0	0	0
SRI	Stoneridge Inc	Capital Goods	Auto Parts:O.E.M.	8.22	2.7	0	28168840	0	54.61	0.83	3.02
SRLP	Sprague Resources LP			12.94	2.01	9.84	22542970	2.49	0.07	0.22	3.05
SRT	Startek Inc	Technology	Professional Services	45.69	0.26	0	15949040	0	7.85	0.61	3.9
SRV	The Cushing MLP Total Return Fund	Funeral Services		0	0.98	0	0	0	0	0	0
SSD	Simpson Manufacturing Company	Capital Goods	Industrial Machinery/Components	24.07	2.05	1.7	47213780	0.84	1.47	2.55	2.59
SSI	Stage Stores	Consumer Services	Clothing/Shoe/Accessory Stores	0	-1.76	11.17	27591950	0.2	0.01	0.03	0.14
SSL	Sasol Ltd	Energy	Oil & Gas Production	11.17	2.57	3.32	645441900	0.96	0	1.4	1.14
SSP	E.W. Scripps Company	Consumer Services	Newspapers/Magazines	25.12	0.69	0	81929110	0	13.37	1.51	1.49
SSTK	Shutterstock Inc			43.04	0.81	0	34620890	0	2.67	2.35	4.16
SSW	Seaspan Corp	Transportation	Marine Transportation	0	-1.62	7.28	117837300	0.5	1.38	0.96	0.45
SSW-D	Seaspan Corp			0	0	0	0	0	0	0	0
SSW-E	Seaspan Corp			0	0	0	0	0	0	0	0
SSW-G	Seaspan Corp			0	0	0	0	0	0	0	0
SSW-H	Seaspan Corp			0	0	0	0	0	0	0	0
SSWA	Seaspan Corporation 7.125% Notes Due 2027			0	0	0	0	0	0	0	0
SSWN	Seaspan Corp			0	-1.62	0	117647100	0	0	3.56	1.66
ST	Sensata Technologies Holding N.V.	Capital Goods	Industrial Machinery/Components	29.57	1.67	0	171289700	0	1.4	2.62	4.03
STA-B	Stag Industrial Inc Cum Pfd S			0	0	0	0	0	0	0	0
STA-C	Stag Industrial Inc Prf C			0	0	0	0	0	0	0	0
STA-D	Istar Financial Inc Preferred			0	0	0	0	0	0	0	0
STA-G	Istar Financial Inc Preferred			0	0	0	0	0	0	0	0
STA-I	Istar Financial Inc Preferred			0	0	0	0	0	0	0	0
STAG	STI Inc			103.25	0.27	5.1	92157580	1.41	-392.14	9.35	2.29
STAR	Istar Financial Inc			6.41	1.84	0	72190310	0	0	1.35	0.73
STAY	Extended Stay America Inc			25.56	0.78	4.22	192365600	0.84	4.13	2.98	2.88
STC	Stewart Information Services Corp	Finance	Specialty Insurers	13.72	2.79	3.17	23740990	1.2	3.38	0.45	1.36
STE	Steris Corp	Health Care	Industrial Specialties	66.38	1.4	1.36	85237070	1.24	2.25	3.01	2.65
STI	Suntrust Banks	Finance	Major Banks	16.12	3.76	2.64	481689200	1.6	1.65	3.46	1.3
STI-A	Suntrust Bks Dep Sh			0	0	0	0	0	0	0	0
STI-E	Suntrust Banks Inc Series E			0	0	0	0	0	0	0	0
STI.A	Suntrust Banks Inc Class A			0	0	0	0	0	0	0	0
STI.B	Suntrust Banks Inc Class B			0	0	0	0	0	0	0	0
STK	Columbia Seligman Premium Technology			0	0	0	0	0	0	0	0
STL	Sterling Bancorp	Finance	Major Banks	21.27	1.2	1.11	135686300	0.28	3.63	7.23	1.77
STL-A	Sterling Bancorp Series A			0	0	0	0	0	0	0	0
STM	Stmicroelectronics N.V.	Technology	Semiconductors	47.63	0.49	1.04	887934700	0.24	0.56	2.77	4.24
STN	Stantec Inc	Consumer Services	Military/Government/Technical	33.78	0.85	1.4	113691500	0.4	1.76	1.15	2.07
STNG	Scorpio Tankers Inc	Transportation	Marine Transportation	0	-0.82	1.14	181378500	0.04	-0.2	1.38	0.44
STO	Statoil ASA	Energy	Integrated oil Companies	0	-0.23	4.43	3237811000	0.88	0.63	1.17	1.7
STON	Stonemor Partners LP			0	-0.94	20.5	37957540	1.32	-0.79	0.79	1.33
STOR	Store Capital Corpstore Capital			24.74	0.99	5.05	189486500	1.24	4.76	10.93	1.48
STT	State Street Corp	Finance	Major Banks	17.27	5.42	1.77	373970700	1.68	1.22	3.33	1.88
STT-C	State Street Corporation Dep Sh			0	0	0	0	0	0	0	0
STT-D	State Street Corporation Serie			0	0	0	0	0	0	0	0
STT-E	State Street Corporation Depos			0	0	0	0	0	0	0	0
STT-G	State Street Corp			0	0	0	0	0	0	0	0
STWD	Starwood Property Trust	Consumer Services	Real Estate Investment Trusts	12.41	1.74	8.83	259259300	1.92	2.72	10.19	1.23
STZ	Constellation Brands Inc	Consumer Non-Durables	Beverages (Production/Distribution)	24.34	8.7	0.98	195611100	2.08	1.49	5.55	5.22
STZ.B	Constellation Brd B	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
SU	Suncor Energy Inc	Energy	Integrated oil Companies	25.38	1.33	3.09	1659360000	1.04	0.06	2.23	1.51
SUI	Sun Communities	Consumer Services	Real Estate Investment Trusts	128.86	0.7	2.99	79049630	2.68	31.45	7.56	2.63
SUM	Summit Materials Inc			69.6	0.45	0	107599000	0	0.89	1.95	3.12
SUN	Sunoco LP	Energy	Integrated oil Companies	0	-8.83	10.86	99611900	3.3	9.45	0.18	1.68
SUP	Superior Industries International	Capital Goods	Auto Parts:O.E.M.	60.71	0.27	2.18	24904020	0.36	5.71	0.53	0.96
SUPV	Grupo Supervielle S.A.			16.76	1.53	0.22	72706060	0.06	0.63	3.26	4.19
SVU	Supervalu Inc	Consumer Services	Food Chains	1	16.2	0	38142150	0	-0.49	0.05	1.6
SWCH	Switch Inc			0	0.15	0	31250130	0	0	0	0
SWJ	Stanley Black & Decker Inc			3.24	7.83	0	30000000	0	0	0.07	0.57
SWK	Stanley Black & Decker Inc	Capital Goods	Industrial Machinery/Components	21.09	7.81	1.53	153178300	2.52	2.07	2.13	3.63
SWM	Schweitzer-Mauduit International	Basic Industries	Paper	18.16	2.33	4.01	30725600	1.68	2.66	1.44	2.36
SWN	Southwestern Energy Company	Energy	Oil & Gas Production	0	-0.95	0	498161800	0	0.52	0.86	0
SWP	Stanley Black & Decker Inc			0	0	0	7499958	0	0	0	0
SWX	Southwest Gas Corp	Public Utilities	Oil & Gas Production	25.45	3.23	2.41	47566910	1.98	5.9	1.61	2.24
SWZ	Swiss Helvetia Fund	Finance	Closed-End Fund - Foreign	0	-0.3	0	0	0	0	0	0
SXC	Suncoke Energy Inc	Consumer Services	Technical Services	0	0	0	64328570	0	-4.25	0.59	2.61
SXCP	Suncoke Energy Partners LP			0	-1.88	13.09	46222780	2.38	-0.63	1.05	1.64
SXE	Southcross Energy Partners L	Technology	Information Technology Services	0	-1.32	0	78483260	0	-0.2	0.26	0.31
SXI	Standex International Corp	Technology	Industrial Machinery/Components	28.57	3.65	0.69	12763920	0.72	2.3	1.78	3.25
SXT	Sensient Technologies Corp	Basic Industries	Major Chemicals	31.41	2.48	1.69	43857400	1.32	2.66	2.51	3.87
SYF	Synchrony Financial			12.37	2.66	1.83	795385500	0.6	1.43	3.72	1.82
SYK	Stryker Corp	Health Care	Medical/Dental Instruments	35.66	4.48	1.14	374045300	1.7	2.25	4.66	5.55
SYX	Systemax Inc	Consumer Services	Catalog/Specialty Distribution	0	-0.34	1.43	37154990	0.4	1.85	0.61	4.62
SYY	Sysco Corp	Consumer Non-Durables	Food Distributors	26.35	2.08	2.41	527919700	1.32	2.1	0.52	12.21
SZC	The Cushing Renaissance Fund			0	0	0	0	0	0	0	0
T	AT&T Inc	Public Utilities	Telecommunications Equipment	15.96	2.13	5.82	6140124000	1.96	1.77	1.28	1.66
TAC	Transalta Corp	Public Utilities	Electric Utilities: Central	67.42	0.09	2.13	288333300	0.13	-2.41	0.88	0.84
TAHO	Tahoe Res Inc			8.4	0.55	5.02	312364400	0.24	-6.2	1.62	0.54
TAL	Tal Education Group	Technology	Diversified Commercial Services	115.27	0.24	0	494109200	0	1.4	11.71	20.14
TAP	Molson Coors Brewing Company	Consumer Non-Durables	Beverages (Production/Distribution)	7.84	10.01	2.04	215351300	1.64	2.59	1.97	1.43
TAP.A	Molson Coors Brewing Company	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
TARO	Taro Pharm Inds			11.03	9.82	0	40524320	0	0	5.45	2.05
TBB	AT&T Inc 5.350% Global Notes Due 2066			0	0	0	0	0	0	0	0
TBI	Trueblue Inc	Technology	Professional Services	17.27	1.42	0	41717790	0	1.44	0.39	1.89
TCAP	Triangle Capital Corp			25.99	0.48	14.3	47744800	1.8	1.51	5.01	0.85
TCCA	Triangle Capital Corp			0	0	0	2799934	0	0	0	0
TCCB	Triangle Capital Corp			26.7542	0.953	0	2999984	0	0	0.7303	1.5791
TCF	TCF Financial Corp			15.31	1.15	1.74	168647400	0.3	1.91	2.31	1.29
TCF-C	TCF Financial Corp			0	0	0	0	0	0	0	0
TCF-D	TCF Financial Corp			0	0	0	0	0	0	0	0
TCF.W	TCF Financial Corp			0	0	0	0	0	0	0	0
TCI	Transcontinental Realty Investors	Consumer Services	Real Estate Investment Trusts	0	-2.01	0	8717127	0	0	2.06	1.32
TCO	Taubman Centers	Consumer Services	Real Estate Investment Trusts	37.06	1.29	5.14	60675560	2.5	7.78	4.87	76.54
TCO-J	Taubman Centers Inc Preferred			0	0	0	0	0	0	0	0
TCO-K	Taubman Centers Inc			0	0	0	0	0	0	0	0
TCP	TCP Pipelines			16.69	3.14	7.87	69314500	4	2.94	7.34	3.95
TCRX	THL Credit Inc			23.25	1.09	0	1799842	0	0	0.49	1.93
TCRZ	THL Credit Inc			0	0	0	0	0	0	0	0
TCS	The Container Store Group Inc			20	0.19	0	48286840	0	1.69	0.23	0.86
TD	Toronto Dominion Bank	Finance	Commercial Banks	13.06	4.34	3.31	1848608000	1.91	2.4	3.79	1.89
TDA	Telephone and Data Systems Inc	Public Utilities	Telecommunications Equipment	0	0.77	0	0	0	0	0	0
TDC	Teradata Corp	Technology	Computer Manufacturing	43.69	0.77	0	125932600	0	11.95	1.88	4.72
TDE	Telephone and Data Systems	Public Utilities	Telecommunications Equipment	12.96	1.98	0	9000000	0	0	0.04	0.68
TDF	Templeton Dragon Fund	Finance	Closed-End Fund - Foreign	0	0.2	0	0	0	0	0	0
TDG	Transdigm Group Inc	Capital Goods	Military/Government/Technical	30.83	9	0	51927930	0	2.76	4.08	0
TDI	Telephone and Data Systems	Public Utilities	Telecommunications Equipment	0	1.98	0	0	0	0	0	0
TDJ	Telephone and Data Systems Inc	Public Utilities	Telecommunications Equipment	12.87	1.98	0	12000000	0	0	0.06	0.67
TDOC	Teladoc Inc			0	-1.51	0	56666670	0	-1.09	11.44	4.36
TDS	Telephone and Data Systems	Public Utilities	Telecommunications Equipment	58.24	0.49	2.19	110603900	0.62	4.49	0.62	0.75
TDW	Tidewater Inc	Consumer Services	Marine Transportation	0	-23.27	0	47289920	0	-0.04	2.4	1.18
TDW.A	Tidewater Inc Series A Warrants			0	0	0	0	0	0	0	0
TDW.B	Tidewater Inc Series B Warrants			0	0	0	0	0	0	0	0
TDY	Teledyne Technologies Inc	Consumer Services	Military/Government/Technical	31.01	5.42	0	35310900	0	1.01	2.55	3.42
TECK	Teck Resources Ltd			7.17	2.91	0.77	577660600	0.16	0.93	1.26	0.79
TEF	Telefonica S.A.	Public Utilities	Telecommunications Equipment	16.85	0.59	4.32	5122877000	0.44	0	0.81	2.57
TEGP	Tallgrass Energy Gp LP			37.1	0.68	5.74	58213720	1.42	0.95	2.34	6.06
TEI	Templeton Emerging Markets	Finance	Closed-End Fund - Foreign	0	0.93	0	0	0	0	0	0
TEL	Te Connectivity Ltd	Consumer Non-Durables	Electronic Components	18.99	4.71	1.82	353388500	1.6	2.08	2.41	3.43
TEN	Tenneco Automotive	Capital Goods	Auto Parts:O.E.M.	11.38	5.14	1.53	53189670	1	0.91	0.39	5.66
TEO	Telecom Argentina Stet - France Telecom S.A.	Public Utilities	Telecommunications Equipment	18.97	1.75	0	193733100	0	1.22	1.92	4.89
TEP	Tallgrass Energy Partners LP			20.54	2.22	8.47	73170730	3.78	0.24	5.32	1.6
TER	Teradyne Inc	Capital Goods	Electrical Products	22.05	1.94	0.72	197941000	0.28	1.43	4.28	4.06
TEVA	Teva Pharmaceutical Industries Ltd			0	-6.11	8.07	1015766000	1.1	-0.47	0.6	0.57
TEX	Terex Corp	Capital Goods	Construction/Ag Equipment/Trucks	0	-0.72	0.68	89304700	0.32	0.89	0.99	2.71
TFX	Teleflex Inc	Health Care	Medical/Dental Instruments	46.43	5.23	0.56	45018330	1.36	2.03	5.47	4.6
TG	Tredegar Corp	Capital Goods	Metal Fabrications	10.42	1.87	2.28	32960000	0.44	0	0.72	1.77
TGH	Textainer Group Holdings	Technology	Diversified Commercial Services	0	-1.08	0	56692910	0	11.89	2.2	0.95
TGI	Triumph Group	Capital Goods	Aerospace	0	-1.31	0.51	49675320	0.16	-1	0.46	1.83
TGNA	Tegna Inc			15.32	0.82	2.2	215482800	0.28	5.79	0.82	4.22
TGP	Teekay Lng Partners LP	Consumer Services	Marine Transportation	10.36	1.71	3.27	79661020	0.56	2.38	3.38	0.88
TGP-A	Teekay Lng Partners LP Pref Share			0	0	0	0	0	0	0	0
TGP-B	Teekay Lng Partners LP Perp Pfd Unit Ser B Fixed			0	0	0	0	0	0	0	0
TGS	Transportadora De Gas Sa Ord B	Public Utilities	Natural Gas Distribution	29.77	0.69	0	159014000	0	0	5.89	14.7
TGT	Target Corp	Consumer Services	Department/Specialty Retail Stores	12.18	4.95	3.96	546299400	2.48	-4.13	0.49	3.05
THC	Tenet Healthcare Corp	Health Care	Hospital/Nursing Management	0	-1.95	0	100972300	0	1.2	0.07	3.47
THG	The Hanover Insurance Group	Finance	Property-Casualty Insurers	21.33	4.62	2.02	42397810	2	-23.49	0.84	1.42
THGA	The Hanover Insurance Group I			5.5289	4.622	0	42262280	0	0	0.2151	0.3637
THO	Thor Industries	Consumer Non-Durables	Homebuilding	19.04	7.09	1.1	52608180	1.48	3.87	0.97	4.44
THQ	Tekla Healthcare Opportunities			0	0	0	0	0	0	0	0
THR	Thermon Group Holdings Inc			57.28	0.38	0	32402120	0	3.42	2.79	2.24
THS	Treehouse Foods	Consumer Non-Durables	Packaged Foods	0	-4.4	0	57213930	0	2.4	0.59	1.49
THW	Tekla World Healthcare Fund			0	0	0	0	0	0	0	0
TI	Telecom Italia S.P.A.	Consumer Services	Telecommunications Equipment	11.1	0.77	0	2106433000	0	0	0.78	0.72
TI.A	Telecom Italia S.P.A.	Consumer Services	Telecommunications Equipment	0	0	0	0	0	0	0	0
TIER	Tier REIT			9.88	1.96	3.75	47842860	0.72	0	4.16	1.29
TIF	Tiffany & Co	Consumer Services	Consumer Specialties	25.54	3.68	2.13	124508200	2	2.42	2.9	3.73
TIME	Time Inc			0	-1.3	1.32	99581590	0.16	2.21	0.41	0.89
TISI	Team Inc			0	-1.15	0	29838890	0	-2.14	0.3	0.7
TJX	TJX Companies	Consumer Services	Clothing/Shoe/Accessory Stores	19.97	3.53	1.75	636234800	1.25	1.61	1.34	10.01
TK	Teekay Shipping Corp	Transportation	Marine Transportation	0	-1.42	2.74	86259080	0.22	0.24	0.32	0.86
TKC	Turkcell Iletisim Hizmetleri As	Public Utilities	Telecommunications Equipment	0	0.75	6.96	879707100	0.64	0	0	0
TKR	Timken Company	Capital Goods	Metal Fabrications	23.77	2.02	2.22	77870560	1.08	7.44	1.37	2.74
TLI	Lmp Corporate Loan Fund Inc	Finance	Closed-End Fund - Debt	0	1.79	0	0	0	0	0	0
TLK	P.T. Telekomunikasi Indonesia Tbk	Public Utilities	Telecommunications Equipment	17.69	1.7	2.43	990688400	0.73	0	3.18	4.66
TLP	Transmontaigne Partners LP	Energy	Natural Gas Distribution	16.19	2.55	7.35	16161060	3.02	5.11	3.83	2.07
TLRA	Telaria Inc			0	-0.26	0	50482840	0	0	0	0
TLRD	Tailored Brands Inc			13.17	1.2	4.34	49195040	0.72	1.09	0.25	0
TLYS	Tilly's Inc			29.69	0.42	0	28821920	0	1.79	0.63	2.14
TM	Toyota Motor Corp Ltd Ord	Capital Goods	Auto Manufacturing	10.81	11.49	3.18	1487402000	3.93	0	0.71	1.12
TMHC	Taylor Morrison Home Corporatio			13.9	1.66	0	72325680	0	0.89	0.45	1.24
TMK	Torchmark Corp	Finance	Life Insurance	18.27	4.65	0.71	116290000	0.6	2.22	2.46	1.96
TMK-C	Torchmark Corporation 6.125% Ju			0	0	0	0	0	0	0	0
TMO	Thermo Fisher Scientific Inc	Capital Goods	Industrial Machinery/Components	33.52	5.74	0.3	390136200	0.6	1.76	4.07	3.49
TMST	Timken Steel Corp			0	-2.11	0	44424130	0	2.01	0.73	1.31
TNC	Tennant Company	Technology	Industrial Machinery/Components	61.6	1.14	1.19	17831670	0.84	2.05	1.44	4.42
TNET	Trinet Group Inc			23.45	1.49	0	69360850	0	1.17	0.76	26.5
TNH	Terra Nitrogen Company LP	Basic Industries	Agricultural Chemicals	11.87	6.49	6.97	18696440	5.56	0	3.64	4.6
