Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
UTG	Reaves Utility	Finance	Closed-End Fund - Equity	0	5.03	5.32	0	1.92	0	0	0
UTLF	Ishares Utilities Multifactor			0	0	0	0	0	0	0	0
UTSL	Direxion Daily Utilities Bull 3X Shares			0	0	0	0	0	0	0	0
UUP	DB US Dollar Bullish Powershares			0	0	0	0	0	0	0	0
UUU	Universal Security Instruments	Consumer Non-Durables	Electronic Components	0	-0.957	0	2309529	0	0	0.2601	0.2674
UUU.W	Energy Fuels Inc Warrants			0	0	0	0	0	0	0	0
UUUU	Energy Fuels Inc			0	-0.53	0	71407700	0	0	1.9	0.75
UVXY	Ultra VIX Short-Term Fut Proshares			0	0	0	0	0	0	0	0
UWM	Ultra Russell 2000 Proshares			0	0	0	0	0	0	0	0
UWN	Nevada Gold & Casinos	Consumer Services	Services-Misc. Amusement & Recreation	48.22	0.05	0	16834100	0	0	0.5	1.13
UWT	Velocity 3X Long Crude Oil			0	0	0	0	0	0	0	0
UXI	Ultra Industrials Proshares			0	0	0	0	0	0	0	0
UYG	Ultra Financials Proshares			0	0	0	0	0	0	0	0
UYM	Ultra Basic Materials Proshares			0	0	0	0	0	0	0	0
VALQ	American Century Stoxx U.S. Quality Value ETF			0	0	0	0	0	0	0	0
VAMO	Cambria ETF Trust Cambria Value			0	0	0	0	0	0	0	0
VAW	Materials ETF Vanguard			0	0	0	0	0	0	0	0
VB	Smallcap ETF Vanguard			0	11.44	0	0	0	0	0	0
VBK	Smallcap Growth ETF Vanguard			0	4.99	0	0	0	0	0	0
VBR	Smallcap Value ETF Vanguard			0	10.16	0	0	0	0	0	0
VCF	Delaware Colorado Muni Income Fund Inc	Consumer Services	Miscellaneous	0	-0.01	4.76	0	0.72	0	0	0
VCR	Consumer Disc ETF Vanguard			0	0	0	0	0	0	0	0
VDC	Consumer Staples ETF Vanguard			0	0	0	0	0	0	0	0
VDE	Energy ETF Vanguard			0	4.2	0	0	0	0	0	0
VEA	FTSE Developed Markets Vanguard			0	0	0	0	0	0	0	0
VEGA	Advisorshares Star Global Buy-Write ETF			0	0	0	0	0	0	0	0
VEGI	Global Agriculture Prod MSCI Ishares			0	0	0	0	0	0	0	0
VESH	Virtus Enhanced Short U.S. Equity ETF			0	0	0	0	0	0	0	0
VEU	FTSE All-World Ex-US ETF Vanguard			0	0	0	0	0	0	0	0
VFH	Financial ETF Vanguard			0	0	0	0	0	0	0	0
VFL	Delaware Florida Insured Muni	Finance	Closed-End Fund - Debt	0	-0.03	5.37	0	0.72	0	0	0
VGFO	Virtus Wmc Global Factor Opportunities ETF			0	0	0	0	0	0	0	0
VGK	Europe ETF FTSE Vanguard			0	-4.23	0	0	0	0	0	0
VGT	Information Technology ETF Vanguard			0	0	0	0	0	0	0	0
VGZ	Vista Gold Corp	Basic Industries	Precious Metals	0	-0.106	0	98193100	0	0	0	2.003
VHC	Virnetx Holding Corp	Miscellaneous	Multi-Sector Companies	0	-0.39	0	58309610	0	0	195.87	58.43
VHT	Healthcare ETF Vanguard			0	2.41	0	0	0	0	0	0
VIG	Dividend Appreciation ETF Vanguard			0	0	0	0	0	0	0	0
VII	Vicon Industries Inc	Consumer Durables	Telecommunications Equipment	0	-0.85	0	9350000	0	0	0.14	0.8
VIOG	S&P Smallcap 600 Growth Vanguard			0	0	0	0	0	0	0	0
VIOO	S&P Smallcap 600 Index Vanguard			0	0	0	0	0	0	0	0
VIOV	S&P Smallcap 600 Value Vanguard			0	0	0	0	0	0	0	0
VIS	Industrials ETF Vanguard			0	13.58	0	0	0	0	0	0
VISI	Volt Information Services Inc			0	-0.39	0	21010260	0	0	0.07	1.93
VIXM	VIX Mid-Term Futures Proshares			0	0	0	0	0	0	0	0
VIXY	VIX Short-Term Futures Proshares			0	0	0	0	0	0	0	0
VKI	Invesco Advantage Muni Income Trust II	Finance	Closed-End Fund - Debt	0	0.05	5.69	0	0.66	0	0	0
VLU	S&P 1500 Value Tilt ETF SPDR			0	0	0	0	0	0	0	0
VLUE	USA Value Factor Ishares ETF			0	0	0	0	0	0	0	0
VMAX	Rex Volmaxx Long VIX Weekly Futures			0	0	0	0	0	0	0	0
VMIN	Rex Volmaxx Inverse VIX Weekly			0	0	0	0	0	0	0	0
VMM	Delaware Minnesota Muni II	Finance	Closed-End Fund - Debt	0	-0.05	3.91	0	0.57	0	0	0
VMOT	Alpha Architect Value Momentum Trend ETF			0	0	0	0	0	0	0	0
VNLA	Janus Short Duration Income ETF			0	0	0	0	0	0	0	0
VNM	Vietnam Vaneck ETF			0	0	0	0	0	0	0	0
VNQ	Vanguard Real Estate ETF			0	5.68	0	0	0	0	0	0
VNRX	Volitionrx Ltd			0	-0.52	0	26516950	0	0	0	3.88
VO	Midcap ETF Vanguard			0	8.41	0	0	0	0	0	0
VOE	Midcap Value ETF Vanguard			0	0	0	0	0	0	0	0
VOO	S&P 500 ETF Vanguard			0	0	0	0	0	0	0	0
VOOG	S&P 500 Growth ETF Vanguard			0	0	0	0	0	0	0	0
VOOV	S&P 500 Value ETF Vanguard			0	0	0	0	0	0	0	0
VOT	Midcap Growth ETF Vanguard			0	0	0	0	0	0	0	0
VOX	Telecom Services ETF Vanguard			0	12.1	0	0	0	0	0	0
VPL	Pacific ETF FTSE Vanguard			0	2.53	0	0	0	0	0	0
VPU	Utilities ETF Vanguard			0	14.04	0	0	0	0	0	0
VQT	S&P 500 Dynamic Veqtor ETN Barclays			0	0	0	0	0	0	0	0
VRP	Variable Rate Preferred Portfolio PS			0	0	0	0	0	0	0	0
VSS	FTSE All-World Ex-US Smcp Idx ETF Vanguard			0	0	0	0	0	0	0	0
VT	Total World Stock Index ETF Vanguard			0	0	0	0	0	0	0	0
VTEB	Tax-Exempt Bond Vanguard			0	0	0	0	0	0	0	0
VTI	Total Stock Market ETF Vanguard			0	1.5	0	0	0	0	0	0
VTV	Value ETF Vanguard			0	7.39	0	0	0	0	0	0
VUG	Growth ETF Vanguard			0	4.03	0	0	0	0	0	0
VV	Largecap ETF Vanguard			0	7.99	0	0	0	0	0	0
VWO	Emrg Mkts ETF MSCI Vanguard			0	3.08	0	0	0	0	0	0
VXF	Extended Market Index ETF Vanguard			0	12.69	0	0	0	0	0	0
VXX	VIX Short-Term Futures ETN Ipath			0	0	0	0	0	0	0	0
VXXB	Ipath S&P 500 VIX Short-Term Futures ETN			0	0	0	0	0	0	0	0
VXZ	VIX Mid-Term Futures ETN Ipath			0	0	0	0	0	0	0	0
VXZB	Ipath S&P 500 VIX Mid-Term Futures ETN			0	0	0	0	0	0	0	0
VYM	High Dividend Yld Indx ETF Vanguard			0	0	0	0	0	0	0	0
WBAL	Wisdomtree Balanced Income Fund			0	0	0	0	0	0	0	0
WBIA	WBI Smg Growth Shares			0	0	0	0	0	0	0	0
WBIB	WBI Smg Value Shares			0	0	0	0	0	0	0	0
WBIC	WBI Smg Yield Shares			0	0	0	0	0	0	0	0
WBID	WBI Smg Select Shares			0	0	0	0	0	0	0	0
WBIE	WBI Largecap Growth Shares			0	0	0	0	0	0	0	0
WBIF	WBI Largecap Value Shares			0	0	0	0	0	0	0	0
WBIG	WBI Largecap Growth Shares			0	0	0	0	0	0	0	0
WBIH	WBI High Income Shares			0	0	0	0	0	0	0	0
WBII	WBI Income Shares			0	0	0	0	0	0	0	0
WBIL	WBI Largecap Select Shares			0	0	0	0	0	0	0	0
WBIR	WBI Rotation Shares			0	0	0	0	0	0	0	0
WBIY	WBI Largecap Yield Shares			0	0	0	0	0	0	0	0
WCHN	Wisdomtree Icbccs S& P China 500 Fund			0	0	0	0	0	0	0	0
WDIV	S&P Global Dividend SPDR			0	0	0	0	0	0	0	0
WDRW	Direxion Regional Banks Bear 3X			0	0	0	0	0	0	0	0
WEAR	Wear ETF			0	0	0	0	0	0	0	0
WEAT	Teucrium Wheat			0	0	0	0	0	0	0	0
WEET	Grains Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
WEXP	Wisdomtree US Export and Multinational Fund			0	0	0	0	0	0	0	0
WFHY	Wisdomtree US Hi Yld Corp Bond Fundamental			0	0	0	0	0	0	0	0
WFIG	Wisdomtree US Corp Bond Fundamental			0	0	0	0	0	0	0	0
WIL	Barclays Women In Leadership ETF			0	0	0	0	0	0	0	0
WIP	DB Intl Govt Infl-Protected Bond SPDR			0	0	0	0	0	0	0	0
WLDR	Affinity World Leaders Equity ETF ETF			0	0	0	0	0	0	0	0
WMCR	Microcap ETF Wilshire			0	0	0	0	0	0	0	0
WMW	Mstar Wide Moat Focus ETN Elements			0	0	0	0	0	0	0	0
WPS	S&P Dev Ex-US Property Ishares			0	0	0	0	0	0	0	0
WREI	US REIT ETF Wilshire			0	0	0	0	0	0	0	0
WRN	Western Copper Corp	Basic Industries	Precious Metals	0	-0.022	0	96452880	0	0	0	2.6425
WSKY	Spirited Funds/Etfmg Whiskey & Spirits ETF			0	0	0	0	0	0	0	0
WTID	Crude Daily -3X Inverse Proshares			0	0	0	0	0	0	0	0
WTIU	Crude Daily 3X Long Proshares			0	0	0	0	0	0	0	0
WTMF	Wisdomtree Managed Futures Strategy Fund			0	0	0	0	0	0	0	0
WTRX	Summit Water Infrastructure Multifactor ETF			0	0	0	0	0	0	0	0
WTT	Wireless Telecom Group Inc	Capital Goods	Electrical Products	0	-0.2	0	22378880	0	0	0.95	1.02
WUSA	Wisdomtree US Domestic Economy Fund			0	0	0	0	0	0	0	0
WYDE	CDS Short N Amer HY Credit Proshares			0	0	0	0	0	0	0	0
WYY	Widepoint Corp	Technology	EDP Services	0	-0.061	0	82954540	0	-0.87	0.5539	1.6508
XAR	S&P Aerospace & Defense SPDR			0	0	0	0	0	0	0	0
XBI	S&P Biotech SPDR			0	0	0	0	0	0	0	0
XCEM	Columbia EM Core Ex-China ETF			0	0	0	0	0	0	0	0
XDIV	U.S. Equity Ex-Dividend Fund Series 2027 Shares			0	0	0	0	0	0	0	0
XES	S&P Oil & Gas Eqpt & Services SPDR			0	4.13	0	0	0	0	0	0
XHB	S&P Homebuilders SPDR			0	0	0	0	0	0	0	0
XHE	S&P Healthcare Equipment SPDR			0	0	0	0	0	0	0	0
XHS	S&P Healthcare Services SPDR			0	0	0	0	0	0	0	0
XINA	China A Shares IMI MSCI ETF SPDR			0	0	0	0	0	0	0	0
XITK	Factset Innovative Technology SPDR			0	0	0	0	0	0	0	0
XIVH	Velocity VIX Short Vol Hedged			0	0	0	0	0	0	0	0
XKFS	SPDR Kensho Future Security ETF			0	0	0	0	0	0	0	0
XKII	SPDR Kensho Intelligent Structures ETF			0	0	0	0	0	0	0	0
XKST	SPDR Kensho Smart Mobility ETF			0	0	0	0	0	0	0	0
XLB	S&P 500 Materials Sector SPDR	Finance	Closed-End Fund - Equity	0	7.07	0	0	0	0	0	0
XLE	S&P 500 Energy Sector SPDR	Finance	Closed-End Fund - Equity	0	11.33	0	0	0	0	0	0
XLF	S&P 500 Financials Sector SPDR	Finance	Closed-End Fund - Equity	0	1.22	0	0	0	0	0	0
XLG	Russell Top 50 Guggenheim	Real Estate - Development		0	0	0	0	0	0	0	0
XLI	S&P 500 Industrial Sector SPDR	Finance	Closed-End Fund - Equity	0	9.15	0	0	0	0	0	0
XLK	S&P 500 Info Tech Sector SPDR	Finance	Closed-End Fund - Equity	0	8.67	0	0	0	0	0	0
XLP	S&P 500 Cons Staples Sector SPDR	Finance	Closed-End Fund - Equity	0	7.58	0	0	0	0	0	0
XLRE	S&P 500 Real Estate Sector SPDR			0	0	0	0	0	0	0	0
XLU	S&P 500 Utilities Sector SPDR	Finance	Closed-End Fund - Equity	0	7.59	0	0	0	0	0	0
XLV	S&P 500 Healthcare Sector SPDR	Finance	Closed-End Fund - Equity	0	6.78	0	0	0	0	0	0
XLY	S&P 500 Cons Disc Sector SPDR	Finance	Closed-End Fund - Equity	0	7.18	0	0	0	0	0	0
XME	S&P Metals & Mining SPDR			0	14.96	0	0	0	0	0	0
XMLV	S&P Midcap Low Vol Portfolio PS			0	0	0	0	0	0	0	0
XMPT	CEF Municipal Income ETF Vaneck			0	0	0	0	0	0	0	0
XMX	Wisdomtree Global Ex-Mexico Equity Fund			0	0	0	0	0	0	0	0
XNTK	SPDR Series Trust			0	0	0	0	0	0	0	0
XNY	China Xiniya Fashion			0	0	0	0	0	0	0	0
XOP	S&P Oil & Gas Expl & Prod SPDR			0	12.01	0	0	0	0	0	0
XPH	S&P Pharmaceuticals SPDR			0	-11.87	0	0	0	0	0	0
XPL	Solitario Exploration & Royalty Corp	Basic Industries	Precious Metals	0	-0.041	0	58442550	0	0	0	1.5158
XPP	Ultra FTSE China 25 Proshares			0	0	0	0	0	0	0	0
XRLV	S&P 500 Ex-Rate Low Vol ETF PS			0	0	0	0	0	0	0	0
XRT	S&P Retail SPDR			0	2.43	0	0	0	0	0	0
XSD	S&P Semiconductor SPDR			0	10.04	0	0	0	0	0	0
XSHD	S&P Smallcap Hi Div Low Vol Portolio PS			0	0	0	0	0	0	0	0
XSHQ	S&P Smallcap Qlty Portfolio PS			0	0	0	0	0	0	0	0
XSLV	S&P Smallcap Low Vol Portfolio PS			0	0	0	0	0	0	0	0
XSOE	Wisdomtree EM Ex-Soe Fund			0	0	0	0	0	0	0	0
XSW	S&P Software & Srvs ETF SPDR			0	0	0	0	0	0	0	0
XTH	S&P Tech Hardware Et SPDR			0	0	0	0	0	0	0	0
XTL	S&P 500 Telecom Sector SPDR			0	0	0	0	0	0	0	0
XTN	S&P Transportation SPDR			0	0	0	0	0	0	0	0
XTNT	Xtant Medical Holdings Inc			0	-1.55	0	18088100	0	-0.02	0.1252	0
XUSA	Quantx Dynamic Beta US Equity ETF			0	0	0	0	0	0	0	0
XVZ	S&P 500 Dynamic VIX ETN Ipath			0	0	0	0	0	0	0	0
XWEB	S&P Internet ETF SPDR			0	0	0	0	0	0	0	0
XXII	22nd Century Group Inc			0	-0.14	0	102758800	0	0	20.78	9.88
XXV	S&P 500 VIX Inv S/T Fut ETN Ipath			0	0	0	0	0	0	0	0
YANG	Direxion FTSE China Bear 3X			0	0	0	0	0	0	0	0
YAO	China All-Cap Guggenheim			0	0	0	0	0	0	0	0
YCL	Ultra Yen Proshares			0	0	0	0	0	0	0	0
YCS	Ultrashort Yen Proshares			0	0	0	0	0	0	0	0
YESR	Amplify Yieldshares Senior Loan & Income ETF			0	0	0	0	0	0	0	0
YINN	Direxion FTSE China Bull 3X			0	0	0	0	0	0	0	0
YLD	Principal Edge Active Income ETF			0	0	0	0	0	0	0	0
YMLI	High Income Infrastructure MLP Fund Vaneck			0	0	0	0	0	0	0	0
YMLP	High Income MLP ETF Yorkville			0	0	0	0	0	0	0	0
YUMA	Yuma Energy Inc			0	-1.319	0	12560850	0	0	0.509	0.34
YXI	China 25 Short Proshares			0	0	0	0	0	0	0	0
YYY	Yieldshares High Income ETF			0	0	0	0	0	0	0	0
ZBZX	Bats Bzx Exchange Test Issue			0	0	0	0	0	0	0	0
ZDGE	Zedge Inc Class B			0	-0.13	0	9648980	0	0	2.18	2.07
ZMLP	Direxion Zacks MLP High Income ETF			0	0	0	0	0	0	0	0
ZOM	Zomedica Pharmaceuticals Corp			0	0	0	0	0	0	0	0
ZROZ	25+ Year Zero Cpn U.S. Trsy Idx ETF Pimco			0	0	0	0	0	0	0	0
ZSL	Ultrashort Silver Proshares			0	0	0	0	0	0	0	0
ZVV	NYSE Arca Test Stock			0	0	0	0	0	0	0	0
